"crime","neighbourhood","incidents","year"
"Murder 2nd Degree","Cathedral",0,2007
"Offensive Weapons","Cathedral",4,2007
"Other Criminal Acts","Cathedral",13,2007
"Other Criminal Code Driving Violations","Cathedral",4,2007
"Other Sexual Crime","Cathedral",0,2007
"Property Damage","Cathedral",0,2007
"Prostitution","Cathedral",0,2007
"Provincial Statute Driving Violations","Cathedral",58,2007
"Provincial Statutes","Cathedral",96,2007
"Robbery","Cathedral",9,2007
"Robbery-Commercial","Cathedral",1,2007
"Robbery-Person","Cathedral",11,2007
"Robbery-Taxi","Cathedral",0,2007
"Seized Vehicles","Cathedral",169,2007
"Sexual Assault","Cathedral",6,2007
"Theft From Auto Over $5K","Cathedral",2,2007
"Theft From Auto Under $5K","Cathedral",108,2007
"Theft of Auto","Cathedral",73,2007
"Theft Over $5K","Cathedral",0,2007
"Theft Under $5K","Cathedral",187,2007
"Threatening","Cathedral",1,2007
"Trafficking and possession stolen goods","Cathedral",20,2007
"Violence/Threats","Cathedral",18,2007
"Total","Cathedral",1384,2007
"Arson","Centre Square",2,2007
"Assault","Centre Square",36,2007
"Attempted Murder","Centre Square",0,2007
"B&E (Business)","Centre Square",3,2007
"B&E (Garage)","Centre Square",2,2007
"B&E (Other)","Centre Square",17,2007
"B&E (Residence)","Centre Square",31,2007
"Counterfeit","Centre Square",1,2007
"Dangerous Operation of a Motor Vehicle","Centre Square",3,2007
"Deprivation of Freedom","Centre Square",2,2007
"Driving Suspensions","Centre Square",8,2007
"Drugs&Controlled Substances","Centre Square",5,2007
"Drugs/Substances","Centre Square",2,2007
"Escape Lawful Custody","Centre Square",1,2007
"Federal Statutes","Centre Square",5,2007
"Fraud","Centre Square",26,2007
"Gaming&Betting offenses","Centre Square",0,2007
"Impaired Driving","Centre Square",2,2007
"Indecent Acts","Centre Square",0,2007
"Mischief","Centre Square",58,2007
"Motor Vehicle Accidents","Centre Square",8,2007
"Municipal Bylaws","Centre Square",5,2007
"Murder 1st Degree","Centre Square",0,2007
"Murder 2nd Degree","Centre Square",0,2007
"Offensive Weapons","Centre Square",0,2007
"Other Criminal Acts","Centre Square",17,2007
"Other Criminal Code Driving Violations","Centre Square",0,2007
"Other Sexual Crime","Centre Square",0,2007
"Property Damage","Centre Square",0,2007
"Prostitution","Centre Square",1,2007
"Provincial Statute Driving Violations","Centre Square",21,2007
"Provincial Statutes","Centre Square",70,2007
"Robbery","Centre Square",2,2007
"Robbery-Commercial","Centre Square",0,2007
"Robbery-Person","Centre Square",6,2007
"Robbery-Taxi","Centre Square",1,2007
"Seized Vehicles","Centre Square",43,2007
"Sexual Assault","Centre Square",5,2007
"Theft From Auto Over $5K","Centre Square",4,2007
"Theft From Auto Under $5K","Centre Square",50,2007
"Theft of Auto","Centre Square",32,2007
"Theft Over $5K","Centre Square",1,2007
"Theft Under $5K","Centre Square",119,2007
"Threatening","Centre Square",1,2007
"Trafficking and possession stolen goods","Centre Square",4,2007
"Violence/Threats","Centre Square",13,2007
"Total","Centre Square",607,2007
"Arson","Core Group",11,2007
"Assault","Core Group",189,2007
"Attempted Murder","Core Group",0,2007
"B&E (Business)","Core Group",6,2007
"B&E (Garage)","Core Group",23,2007
"B&E (Other)","Core Group",17,2007
"B&E (Residence)","Core Group",116,2007
"Counterfeit","Core Group",0,2007
"Dangerous Operation of a Motor Vehicle","Core Group",4,2007
"Deprivation of Freedom","Core Group",3,2007
"Driving Suspensions","Core Group",45,2007
"Drugs&Controlled Substances","Core Group",43,2007
"Drugs/Substances","Core Group",3,2007
"Escape Lawful Custody","Core Group",0,2007
"Federal Statutes","Core Group",251,2007
"Fraud","Core Group",51,2007
"Gaming&Betting offenses","Core Group",0,2007
"Impaired Driving","Core Group",29,2007
"Indecent Acts","Core Group",0,2007
"Mischief","Core Group",175,2007
"Motor Vehicle Accidents","Core Group",11,2007
"Municipal Bylaws","Core Group",18,2007
"Murder 1st Degree","Core Group",1,2007
"Murder 2nd Degree","Core Group",2,2007
"Offensive Weapons","Core Group",26,2007
"Other Criminal Acts","Core Group",28,2007
"Other Criminal Code Driving Violations","Core Group",5,2007
"Other Sexual Crime","Core Group",0,2007
"Property Damage","Core Group",0,2007
"Prostitution","Core Group",36,2007
"Provincial Statute Driving Violations","Core Group",82,2007
"Provincial Statutes","Core Group",328,2007
"Robbery","Core Group",9,2007
"Robbery-Commercial","Core Group",2,2007
"Robbery-Person","Core Group",17,2007
"Robbery-Taxi","Core Group",0,2007
"Seized Vehicles","Core Group",187,2007
"Sexual Assault","Core Group",8,2007
"Theft From Auto Over $5K","Core Group",1,2007
"Theft From Auto Under $5K","Core Group",122,2007
"Theft of Auto","Core Group",95,2007
"Theft Over $5K","Core Group",0,2007
"Theft Under $5K","Core Group",140,2007
"Threatening","Core Group",3,2007
"Trafficking and possession stolen goods","Core Group",35,2007
"Violence/Threats","Core Group",35,2007
"Total","Core Group",2157,2007
"Arson","Coronation Park",5,2007
"Assault","Coronation Park",91,2007
"Attempted Murder","Coronation Park",0,2007
"B&E (Business)","Coronation Park",24,2007
"B&E (Garage)","Coronation Park",43,2007
"B&E (Other)","Coronation Park",20,2007
"B&E (Residence)","Coronation Park",66,2007
"Counterfeit","Coronation Park",1,2007
"Dangerous Operation of a Motor Vehicle","Coronation Park",5,2007
"Deprivation of Freedom","Coronation Park",0,2007
"Driving Suspensions","Coronation Park",75,2007
"Drugs&Controlled Substances","Coronation Park",11,2007
"Drugs/Substances","Coronation Park",5,2007
"Escape Lawful Custody","Coronation Park",0,2007
"Federal Statutes","Coronation Park",4,2007
"Fraud","Coronation Park",27,2007
"Gaming&Betting offenses","Coronation Park",0,2007
"Impaired Driving","Coronation Park",44,2007
"Indecent Acts","Coronation Park",0,2007
"Mischief","Coronation Park",160,2007
"Motor Vehicle Accidents","Coronation Park",9,2007
"Municipal Bylaws","Coronation Park",19,2007
"Murder 1st Degree","Coronation Park",0,2007
"Murder 2nd Degree","Coronation Park",0,2007
"Offensive Weapons","Coronation Park",5,2007
"Other Criminal Acts","Coronation Park",15,2007
"Other Criminal Code Driving Violations","Coronation Park",5,2007
"Other Sexual Crime","Coronation Park",0,2007
"Property Damage","Coronation Park",0,2007
"Prostitution","Coronation Park",1,2007
"Provincial Statute Driving Violations","Coronation Park",71,2007
"Provincial Statutes","Coronation Park",71,2007
"Robbery","Coronation Park",6,2007
"Robbery-Commercial","Coronation Park",2,2007
"Robbery-Person","Coronation Park",6,2007
"Robbery-Taxi","Coronation Park",0,2007
"Seized Vehicles","Coronation Park",177,2007
"Sexual Assault","Coronation Park",6,2007
"Theft From Auto Over $5K","Coronation Park",1,2007
"Theft From Auto Under $5K","Coronation Park",93,2007
"Theft of Auto","Coronation Park",96,2007
"Theft Over $5K","Coronation Park",1,2007
"Theft Under $5K","Coronation Park",151,2007
"Threatening","Coronation Park",3,2007
"Trafficking and possession stolen goods","Coronation Park",13,2007
"Violence/Threats","Coronation Park",17,2007
"Total","Coronation Park",1349,2007
"Arson","Dewdney East",7,2007
"Assault","Dewdney East",128,2007
"Attempted Murder","Dewdney East",0,2007
"B&E (Business)","Dewdney East",12,2007
"B&E (Garage)","Dewdney East",20,2007
"B&E (Other)","Dewdney East",14,2007
"B&E (Residence)","Dewdney East",68,2007
"Counterfeit","Dewdney East",0,2007
"Dangerous Operation of a Motor Vehicle","Dewdney East",8,2007
"Deprivation of Freedom","Dewdney East",2,2007
"Driving Suspensions","Dewdney East",75,2007
"Drugs&Controlled Substances","Dewdney East",15,2007
"Drugs/Substances","Dewdney East",6,2007
"Escape Lawful Custody","Dewdney East",0,2007
"Federal Statutes","Dewdney East",18,2007
"Fraud","Dewdney East",43,2007
"Gaming&Betting offenses","Dewdney East",0,2007
"Impaired Driving","Dewdney East",31,2007
"Indecent Acts","Dewdney East",0,2007
"Mischief","Dewdney East",239,2007
"Motor Vehicle Accidents","Dewdney East",12,2007
"Municipal Bylaws","Dewdney East",15,2007
"Murder 1st Degree","Dewdney East",0,2007
"Murder 2nd Degree","Dewdney East",0,2007
"Offensive Weapons","Dewdney East",10,2007
"Other Criminal Acts","Dewdney East",6,2007
"Other Criminal Code Driving Violations","Dewdney East",5,2007
"Other Sexual Crime","Dewdney East",0,2007
"Property Damage","Dewdney East",0,2007
"Prostitution","Dewdney East",1,2007
"Provincial Statute Driving Violations","Dewdney East",47,2007
"Provincial Statutes","Dewdney East",61,2007
"Robbery","Dewdney East",16,2007
"Robbery-Commercial","Dewdney East",2,2007
"Robbery-Person","Dewdney East",8,2007
"Robbery-Taxi","Dewdney East",0,2007
"Seized Vehicles","Dewdney East",156,2007
"Sexual Assault","Dewdney East",7,2007
"Theft From Auto Over $5K","Dewdney East",1,2007
"Theft From Auto Under $5K","Dewdney East",121,2007
"Theft of Auto","Dewdney East",108,2007
"Theft Over $5K","Dewdney East",4,2007
"Theft Under $5K","Dewdney East",243,2007
"Threatening","Dewdney East",3,2007
"Trafficking and possession stolen goods","Dewdney East",19,2007
"Violence/Threats","Dewdney East",43,2007
"Total","Dewdney East",1574,2007
"Arson","Dieppe",3,2007
"Assault","Dieppe",13,2007
"Attempted Murder","Dieppe",1,2007
"B&E (Business)","Dieppe",2,2007
"B&E (Garage)","Dieppe",6,2007
"B&E (Other)","Dieppe",2,2007
"B&E (Residence)","Dieppe",10,2007
"Counterfeit","Dieppe",0,2007
"Dangerous Operation of a Motor Vehicle","Dieppe",4,2007
"Deprivation of Freedom","Dieppe",0,2007
"Driving Suspensions","Dieppe",2,2007
"Drugs&Controlled Substances","Dieppe",2,2007
"Drugs/Substances","Dieppe",0,2007
"Escape Lawful Custody","Dieppe",0,2007
"Federal Statutes","Dieppe",0,2007
"Fraud","Dieppe",3,2007
"Gaming&Betting offenses","Dieppe",0,2007
"Impaired Driving","Dieppe",0,2007
"Indecent Acts","Dieppe",0,2007
"Mischief","Dieppe",16,2007
"Motor Vehicle Accidents","Dieppe",0,2007
"Municipal Bylaws","Dieppe",4,2007
"Murder 1st Degree","Dieppe",0,2007
"Murder 2nd Degree","Dieppe",0,2007
"Offensive Weapons","Dieppe",0,2007
"Other Criminal Acts","Dieppe",3,2007
"Other Criminal Code Driving Violations","Dieppe",0,2007
"Other Sexual Crime","Dieppe",0,2007
"Property Damage","Dieppe",0,2007
"Prostitution","Dieppe",0,2007
"Provincial Statute Driving Violations","Dieppe",4,2007
"Provincial Statutes","Dieppe",7,2007
"Robbery","Dieppe",1,2007
"Robbery-Commercial","Dieppe",0,2007
"Robbery-Person","Dieppe",0,2007
"Robbery-Taxi","Dieppe",0,2007
"Seized Vehicles","Dieppe",15,2007
"Sexual Assault","Dieppe",0,2007
"Theft From Auto Over $5K","Dieppe",0,2007
"Theft From Auto Under $5K","Dieppe",4,2007
"Theft of Auto","Dieppe",7,2007
"Theft Over $5K","Dieppe",0,2007
"Theft Under $5K","Dieppe",18,2007
"Threatening","Dieppe",0,2007
"Trafficking and possession stolen goods","Dieppe",1,2007
"Violence/Threats","Dieppe",2,2007
"Total","Dieppe",130,2007
"Arson","Eastview",1,2007
"Assault","Eastview",57,2007
"Attempted Murder","Eastview",2,2007
"B&E (Business)","Eastview",14,2007
"B&E (Garage)","Eastview",11,2007
"B&E (Other)","Eastview",46,2007
"B&E (Residence)","Eastview",17,2007
"Counterfeit","Eastview",0,2007
"Dangerous Operation of a Motor Vehicle","Eastview",2,2007
"Deprivation of Freedom","Eastview",1,2007
"Driving Suspensions","Eastview",112,2007
"Drugs&Controlled Substances","Eastview",24,2007
"Drugs/Substances","Eastview",4,2007
"Escape Lawful Custody","Eastview",0,2007
"Federal Statutes","Eastview",3,2007
"Fraud","Eastview",9,2007
"Gaming&Betting offenses","Eastview",0,2007
"Impaired Driving","Eastview",19,2007
"Indecent Acts","Eastview",1,2007
"Mischief","Eastview",93,2007
"Motor Vehicle Accidents","Eastview",9,2007
"Municipal Bylaws","Eastview",6,2007
"Murder 1st Degree","Eastview",0,2007
"Murder 2nd Degree","Eastview",0,2007
"Offensive Weapons","Eastview",9,2007
"Other Criminal Acts","Eastview",10,2007
"Other Criminal Code Driving Violations","Eastview",1,2007
"Other Sexual Crime","Eastview",0,2007
"Property Damage","Eastview",0,2007
"Prostitution","Eastview",2,2007
"Provincial Statute Driving Violations","Eastview",62,2007
"Provincial Statutes","Eastview",50,2007
"Robbery","Eastview",0,2007
"Robbery-Commercial","Eastview",1,2007
"Robbery-Person","Eastview",2,2007
"Robbery-Taxi","Eastview",0,2007
"Seized Vehicles","Eastview",187,2007
"Sexual Assault","Eastview",3,2007
"Theft From Auto Over $5K","Eastview",2,2007
"Theft From Auto Under $5K","Eastview",75,2007
"Theft of Auto","Eastview",54,2007
"Theft Over $5K","Eastview",9,2007
"Theft Under $5K","Eastview",62,2007
"Threatening","Eastview",3,2007
"Trafficking and possession stolen goods","Eastview",18,2007
"Violence/Threats","Eastview",17,2007
"Total","Eastview",998,2007
"Arson","Gardiner Park",1,2007
"Assault","Gardiner Park",22,2007
"Attempted Murder","Gardiner Park",0,2007
"B&E (Business)","Gardiner Park",16,2007
"B&E (Garage)","Gardiner Park",3,2007
"B&E (Other)","Gardiner Park",20,2007
"B&E (Residence)","Gardiner Park",79,2007
"Counterfeit","Gardiner Park",4,2007
"Dangerous Operation of a Motor Vehicle","Gardiner Park",2,2007
"Deprivation of Freedom","Gardiner Park",1,2007
"Driving Suspensions","Gardiner Park",10,2007
"Drugs&Controlled Substances","Gardiner Park",11,2007
"Drugs/Substances","Gardiner Park",3,2007
"Escape Lawful Custody","Gardiner Park",0,2007
"Federal Statutes","Gardiner Park",4,2007
"Fraud","Gardiner Park",34,2007
"Gaming&Betting offenses","Gardiner Park",0,2007
"Impaired Driving","Gardiner Park",10,2007
"Indecent Acts","Gardiner Park",1,2007
"Mischief","Gardiner Park",118,2007
"Motor Vehicle Accidents","Gardiner Park",19,2007
"Municipal Bylaws","Gardiner Park",7,2007
"Murder 1st Degree","Gardiner Park",0,2007
"Murder 2nd Degree","Gardiner Park",0,2007
"Offensive Weapons","Gardiner Park",3,2007
"Other Criminal Acts","Gardiner Park",10,2007
"Other Criminal Code Driving Violations","Gardiner Park",2,2007
"Other Sexual Crime","Gardiner Park",0,2007
"Property Damage","Gardiner Park",0,2007
"Prostitution","Gardiner Park",0,2007
"Provincial Statute Driving Violations","Gardiner Park",28,2007
"Provincial Statutes","Gardiner Park",18,2007
"Robbery","Gardiner Park",4,2007
"Robbery-Commercial","Gardiner Park",0,2007
"Robbery-Person","Gardiner Park",0,2007
"Robbery-Taxi","Gardiner Park",0,2007
"Seized Vehicles","Gardiner Park",39,2007
"Sexual Assault","Gardiner Park",0,2007
"Theft From Auto Over $5K","Gardiner Park",1,2007
"Theft From Auto Under $5K","Gardiner Park",68,2007
"Theft of Auto","Gardiner Park",22,2007
"Theft Over $5K","Gardiner Park",2,2007
"Theft Under $5K","Gardiner Park",259,2007
"Threatening","Gardiner Park",3,2007
"Trafficking and possession stolen goods","Gardiner Park",10,2007
"Violence/Threats","Gardiner Park",21,2007
"Total","Gardiner Park",855,2007
"Arson","Gladmer Park",1,2007
"Assault","Gladmer Park",12,2007
"Attempted Murder","Gladmer Park",0,2007
"B&E (Business)","Gladmer Park",2,2007
"B&E (Garage)","Gladmer Park",3,2007
"B&E (Other)","Gladmer Park",2,2007
"B&E (Residence)","Gladmer Park",17,2007
"Counterfeit","Gladmer Park",0,2007
"Dangerous Operation of a Motor Vehicle","Gladmer Park",0,2007
"Deprivation of Freedom","Gladmer Park",1,2007
"Driving Suspensions","Gladmer Park",4,2007
"Drugs&Controlled Substances","Gladmer Park",2,2007
"Drugs/Substances","Gladmer Park",0,2007
"Escape Lawful Custody","Gladmer Park",0,2007
"Federal Statutes","Gladmer Park",0,2007
"Fraud","Gladmer Park",2,2007
"Gaming&Betting offenses","Gladmer Park",0,2007
"Impaired Driving","Gladmer Park",1,2007
"Indecent Acts","Gladmer Park",0,2007
"Mischief","Gladmer Park",25,2007
"Motor Vehicle Accidents","Gladmer Park",3,2007
"Municipal Bylaws","Gladmer Park",2,2007
"Murder 1st Degree","Gladmer Park",0,2007
"Murder 2nd Degree","Gladmer Park",0,2007
"Offensive Weapons","Gladmer Park",1,2007
"Other Criminal Acts","Gladmer Park",2,2007
"Other Criminal Code Driving Violations","Gladmer Park",0,2007
"Other Sexual Crime","Gladmer Park",0,2007
"Property Damage","Gladmer Park",0,2007
"Prostitution","Gladmer Park",1,2007
"Provincial Statute Driving Violations","Gladmer Park",6,2007
"Provincial Statutes","Gladmer Park",18,2007
"Robbery","Gladmer Park",1,2007
"Robbery-Commercial","Gladmer Park",0,2007
"Robbery-Person","Gladmer Park",0,2007
"Robbery-Taxi","Gladmer Park",0,2007
"Seized Vehicles","Gladmer Park",18,2007
"Sexual Assault","Gladmer Park",2,2007
"Theft From Auto Over $5K","Gladmer Park",0,2007
"Theft From Auto Under $5K","Gladmer Park",28,2007
"Theft of Auto","Gladmer Park",15,2007
"Theft Over $5K","Gladmer Park",0,2007
"Theft Under $5K","Gladmer Park",47,2007
"Threatening","Gladmer Park",2,2007
"Trafficking and possession stolen goods","Gladmer Park",2,2007
"Violence/Threats","Gladmer Park",10,2007
"Total","Gladmer Park",230,2007
"Arson","Hillsdale",0,2007
"Assault","Hillsdale",19,2007
"Attempted Murder","Hillsdale",0,2007
"B&E (Business)","Hillsdale",11,2007
"B&E (Garage)","Hillsdale",20,2007
"B&E (Other)","Hillsdale",19,2007
"B&E (Residence)","Hillsdale",79,2007
"Counterfeit","Hillsdale",0,2007
"Dangerous Operation of a Motor Vehicle","Hillsdale",1,2007
"Deprivation of Freedom","Hillsdale",1,2007
"Driving Suspensions","Hillsdale",15,2007
"Drugs&Controlled Substances","Hillsdale",6,2007
"Drugs/Substances","Hillsdale",0,2007
"Escape Lawful Custody","Hillsdale",0,2007
"Federal Statutes","Hillsdale",0,2007
"Fraud","Hillsdale",10,2007
"Gaming&Betting offenses","Hillsdale",0,2007
"Impaired Driving","Hillsdale",13,2007
"Indecent Acts","Hillsdale",0,2007
"Mischief","Hillsdale",145,2007
"Motor Vehicle Accidents","Hillsdale",6,2007
"Municipal Bylaws","Hillsdale",6,2007
"Murder 1st Degree","Hillsdale",0,2007
"Murder 2nd Degree","Hillsdale",0,2007
"Offensive Weapons","Hillsdale",1,2007
"Other Criminal Acts","Hillsdale",1,2007
"Other Criminal Code Driving Violations","Hillsdale",0,2007
"Other Sexual Crime","Hillsdale",0,2007
"Property Damage","Hillsdale",0,2007
"Prostitution","Hillsdale",1,2007
"Provincial Statute Driving Violations","Hillsdale",14,2007
"Provincial Statutes","Hillsdale",28,2007
"Robbery","Hillsdale",4,2007
"Robbery-Commercial","Hillsdale",0,2007
