"crime","neighbourhood","incidents","year"
"Theft of Other Vehicle VM, VO","Argyle Park",2,2018
"Violation Causing Death","Argyle Park",0,2018
"Violence/Threat","Argyle Park",9,2018
"Total","Argyle Park",706,2018
"Arson","Boothill",0,2018
"Assault","Boothill",12,2018
"Attempt Murder","Boothill",0,2018
"B&E (Business)","Boothill",1,2018
"B&E (Garage)","Boothill",21,2018
"B&E (Other)","Boothill",0,2018
"B&E (Residence)","Boothill",7,2018
"B&E Motor Vehicle Firearms","Boothill",0,2018
"Commodification of Sexual Activity","Boothill",0,2018
"Controlled Drugs","Boothill",4,2018
NA,"Boothill",0,2018
"Crimes Against Property(2150-2166)","Boothill",4,2018
"Dangerous Operation","Boothill",1,2018
"Deprivation of Freedom","Boothill",1,2018
"HWY Traffic Violation","Boothill",7,2018
"Impaired Operation","Boothill",3,2018
"Mischief","Boothill",31,2018
"Municipal ByLaws","Boothill",0,2018
"Offensive Weapons","Boothill",2,2018
"Other Crminal Code Traffic","Boothill",2,2018
"Other Federal Statute Violations","Boothill",0,2018
"Other Theft Over","Boothill",0,2018
"Other Theft Under","Boothill",22,2018
"OtherCriminalCode (A)","Boothill",9,2018
"OtherCriminalCode (B)","Boothill",1,2018
"Prostitution","Boothill",0,2018
"Provincial Statutes","Boothill",0,2018
"Sexual Assault","Boothill",3,2018
"Shoplift Over","Boothill",0,2018
"Shoplift Under","Boothill",0,2018
"Special Inq(8510-8640)","Boothill",9,2018
"Special Inq(8660-8814)","Boothill",11,2018
"Str Racing Offences","Boothill",0,2018
"Theft From Auto Over","Boothill",0,2018
"Theft From Auto Under","Boothill",39,2018
"Theft of Motor Vehicle VA, VT","Boothill",18,2018
"Theft of Other Vehicle VM, VO","Boothill",1,2018
"Violation Causing Death","Boothill",0,2018
"Violence/Threat","Boothill",3,2018
"Total","Boothill",212,2018
"Arson","Cathedral",2,2018
"Assault","Cathedral",83,2018
"Attempt Murder","Cathedral",0,2018
"B&E (Business)","Cathedral",8,2018
"B&E (Garage)","Cathedral",51,2018
"B&E (Other)","Cathedral",11,2018
"B&E (Residence)","Cathedral",37,2018
"B&E Motor Vehicle Firearms","Cathedral",1,2018
"Commodification of Sexual Activity","Cathedral",0,2018
"Controlled Drugs","Cathedral",30,2018
NA,"Cathedral",1,2018
"Crimes Against Property(2150-2166)","Cathedral",54,2018
"Dangerous Operation","Cathedral",21,2018
"Deprivation of Freedom","Cathedral",1,2018
"HWY Traffic Violation","Cathedral",50,2018
"Impaired Operation","Cathedral",20,2018
"Mischief","Cathedral",238,2018
"Municipal ByLaws","Cathedral",1,2018
"Offensive Weapons","Cathedral",19,2018
"Other Crminal Code Traffic","Cathedral",22,2018
"Other Federal Statute Violations","Cathedral",9,2018
"Other Theft Over","Cathedral",1,2018
"Other Theft Under","Cathedral",166,2018
"OtherCriminalCode (A)","Cathedral",135,2018
"OtherCriminalCode (B)","Cathedral",7,2018
"Prostitution","Cathedral",3,2018
"Provincial Statutes","Cathedral",5,2018
"Sexual Assault","Cathedral",9,2018
"Shoplift Over","Cathedral",0,2018
"Shoplift Under","Cathedral",104,2018
"Special Inq(8510-8640)","Cathedral",34,2018
"Special Inq(8660-8814)","Cathedral",142,2018
"Str Racing Offences","Cathedral",1,2018
"Theft From Auto Over","Cathedral",2,2018
"Theft From Auto Under","Cathedral",152,2018
"Theft of Motor Vehicle VA, VT","Cathedral",69,2018
"Theft of Other Vehicle VM, VO","Cathedral",0,2018
"Violation Causing Death","Cathedral",0,2018
"Violence/Threat","Cathedral",22,2018
"Total","Cathedral",1511,2018
"Arson","Centre Square",6,2018
"Assault","Centre Square",36,2018
"Attempt Murder","Centre Square",0,2018
"B&E (Business)","Centre Square",8,2018
"B&E (Garage)","Centre Square",10,2018
"B&E (Other)","Centre Square",17,2018
"B&E (Residence)","Centre Square",29,2018
"B&E Motor Vehicle Firearms","Centre Square",0,2018
"Commodification of Sexual Activity","Centre Square",0,2018
"Controlled Drugs","Centre Square",9,2018
NA,"Centre Square",0,2018
"Crimes Against Property(2150-2166)","Centre Square",25,2018
"Dangerous Operation","Centre Square",9,2018
"Deprivation of Freedom","Centre Square",0,2018
"HWY Traffic Violation","Centre Square",36,2018
"Impaired Operation","Centre Square",6,2018
"Mischief","Centre Square",143,2018
"Municipal ByLaws","Centre Square",0,2018
"Offensive Weapons","Centre Square",9,2018
"Other Crminal Code Traffic","Centre Square",9,2018
"Other Federal Statute Violations","Centre Square",7,2018
"Other Theft Over","Centre Square",3,2018
"Other Theft Under","Centre Square",110,2018
"OtherCriminalCode (A)","Centre Square",72,2018
"OtherCriminalCode (B)","Centre Square",6,2018
"Prostitution","Centre Square",2,2018
"Provincial Statutes","Centre Square",2,2018
"Sexual Assault","Centre Square",6,2018
"Shoplift Over","Centre Square",0,2018
"Shoplift Under","Centre Square",26,2018
"Special Inq(8510-8640)","Centre Square",22,2018
"Special Inq(8660-8814)","Centre Square",44,2018
"Str Racing Offences","Centre Square",0,2018
"Theft From Auto Over","Centre Square",3,2018
"Theft From Auto Under","Centre Square",81,2018
"Theft of Motor Vehicle VA, VT","Centre Square",34,2018
"Theft of Other Vehicle VM, VO","Centre Square",1,2018
"Violation Causing Death","Centre Square",0,2018
"Violence/Threat","Centre Square",15,2018
"Total","Centre Square",786,2018
"Arson","Core Group",20,2018
"Assault","Core Group",181,2018
"Attempt Murder","Core Group",4,2018
"B&E (Business)","Core Group",5,2018
"B&E (Garage)","Core Group",44,2018
"B&E (Other)","Core Group",33,2018
"B&E (Residence)","Core Group",98,2018
"B&E Motor Vehicle Firearms","Core Group",0,2018
"Commodification of Sexual Activity","Core Group",0,2018
"Controlled Drugs","Core Group",58,2018
NA,"Core Group",0,2018
"Crimes Against Property(2150-2166)","Core Group",107,2018
"Dangerous Operation","Core Group",34,2018
"Deprivation of Freedom","Core Group",2,2018
"HWY Traffic Violation","Core Group",68,2018
"Impaired Operation","Core Group",28,2018
"Mischief","Core Group",506,2018
"Municipal ByLaws","Core Group",0,2018
"Offensive Weapons","Core Group",63,2018
"Other Crminal Code Traffic","Core Group",32,2018
"Other Federal Statute Violations","Core Group",26,2018
"Other Theft Over","Core Group",2,2018
"Other Theft Under","Core Group",194,2018
"OtherCriminalCode (A)","Core Group",602,2018
"OtherCriminalCode (B)","Core Group",16,2018
"Prostitution","Core Group",7,2018
"Provincial Statutes","Core Group",24,2018
"Sexual Assault","Core Group",14,2018
"Shoplift Over","Core Group",0,2018
"Shoplift Under","Core Group",30,2018
"Special Inq(8510-8640)","Core Group",193,2018
"Special Inq(8660-8814)","Core Group",145,2018
"Str Racing Offences","Core Group",0,2018
"Theft From Auto Over","Core Group",0,2018
"Theft From Auto Under","Core Group",172,2018
"Theft of Motor Vehicle VA, VT","Core Group",90,2018
"Theft of Other Vehicle VM, VO","Core Group",1,2018
"Violation Causing Death","Core Group",0,2018
"Violence/Threat","Core Group",44,2018
"Total","Core Group",2843,2018
"Arson","Coronation Park",7,2018
"Assault","Coronation Park",68,2018
"Attempt Murder","Coronation Park",0,2018
"B&E (Business)","Coronation Park",3,2018
"B&E (Garage)","Coronation Park",43,2018
"B&E (Other)","Coronation Park",1,2018
"B&E (Residence)","Coronation Park",27,2018
"B&E Motor Vehicle Firearms","Coronation Park",0,2018
"Commodification of Sexual Activity","Coronation Park",1,2018
"Controlled Drugs","Coronation Park",20,2018
NA,"Coronation Park",0,2018
"Crimes Against Property(2150-2166)","Coronation Park",28,2018
"Dangerous Operation","Coronation Park",19,2018
"Deprivation of Freedom","Coronation Park",1,2018
"HWY Traffic Violation","Coronation Park",55,2018
"Impaired Operation","Coronation Park",23,2018
"Mischief","Coronation Park",176,2018
"Municipal ByLaws","Coronation Park",0,2018
"Offensive Weapons","Coronation Park",17,2018
"Other Crminal Code Traffic","Coronation Park",19,2018
"Other Federal Statute Violations","Coronation Park",4,2018
"Other Theft Over","Coronation Park",0,2018
"Other Theft Under","Coronation Park",123,2018
"OtherCriminalCode (A)","Coronation Park",90,2018
"OtherCriminalCode (B)","Coronation Park",6,2018
"Prostitution","Coronation Park",4,2018
"Provincial Statutes","Coronation Park",8,2018
"Sexual Assault","Coronation Park",6,2018
"Shoplift Over","Coronation Park",0,2018
"Shoplift Under","Coronation Park",111,2018
"Special Inq(8510-8640)","Coronation Park",62,2018
"Special Inq(8660-8814)","Coronation Park",135,2018
"Str Racing Offences","Coronation Park",0,2018
"Theft From Auto Over","Coronation Park",0,2018
"Theft From Auto Under","Coronation Park",98,2018
"Theft of Motor Vehicle VA, VT","Coronation Park",75,2018
"Theft of Other Vehicle VM, VO","Coronation Park",2,2018
"Violation Causing Death","Coronation Park",0,2018
"Violence/Threat","Coronation Park",23,2018
"Total","Coronation Park",1255,2018
"Arson","Dewdney East",4,2018
"Assault","Dewdney East",119,2018
"Attempt Murder","Dewdney East",0,2018
"B&E (Business)","Dewdney East",12,2018
"B&E (Garage)","Dewdney East",18,2018
"B&E (Other)","Dewdney East",9,2018
"B&E (Residence)","Dewdney East",60,2018
"B&E Motor Vehicle Firearms","Dewdney East",2,2018
"Commodification of Sexual Activity","Dewdney East",2,2018
"Controlled Drugs","Dewdney East",16,2018
NA,"Dewdney East",0,2018
"Crimes Against Property(2150-2166)","Dewdney East",58,2018
"Dangerous Operation","Dewdney East",8,2018
"Deprivation of Freedom","Dewdney East",0,2018
"HWY Traffic Violation","Dewdney East",62,2018
"Impaired Operation","Dewdney East",37,2018
"Mischief","Dewdney East",221,2018
"Municipal ByLaws","Dewdney East",1,2018
"Offensive Weapons","Dewdney East",19,2018
"Other Crminal Code Traffic","Dewdney East",13,2018
"Other Federal Statute Violations","Dewdney East",2,2018
"Other Theft Over","Dewdney East",8,2018
"Other Theft Under","Dewdney East",115,2018
"OtherCriminalCode (A)","Dewdney East",101,2018
"OtherCriminalCode (B)","Dewdney East",9,2018
"Prostitution","Dewdney East",1,2018
"Provincial Statutes","Dewdney East",3,2018
"Sexual Assault","Dewdney East",12,2018
"Shoplift Over","Dewdney East",0,2018
"Shoplift Under","Dewdney East",47,2018
"Special Inq(8510-8640)","Dewdney East",59,2018
"Special Inq(8660-8814)","Dewdney East",164,2018
"Str Racing Offences","Dewdney East",0,2018
"Theft From Auto Over","Dewdney East",2,2018
"Theft From Auto Under","Dewdney East",191,2018
"Theft of Motor Vehicle VA, VT","Dewdney East",113,2018
"Theft of Other Vehicle VM, VO","Dewdney East",1,2018
"Violation Causing Death","Dewdney East",0,2018
"Violence/Threat","Dewdney East",44,2018
"Total","Dewdney East",1533,2018
"Arson","Dieppe",0,2018
"Assault","Dieppe",10,2018
"Attempt Murder","Dieppe",0,2018
"B&E (Business)","Dieppe",0,2018
"B&E (Garage)","Dieppe",9,2018
"B&E (Other)","Dieppe",2,2018
"B&E (Residence)","Dieppe",9,2018
"B&E Motor Vehicle Firearms","Dieppe",0,2018
"Commodification of Sexual Activity","Dieppe",0,2018
"Controlled Drugs","Dieppe",2,2018
NA,"Dieppe",0,2018
"Crimes Against Property(2150-2166)","Dieppe",6,2018
"Dangerous Operation","Dieppe",4,2018
"Deprivation of Freedom","Dieppe",0,2018
"HWY Traffic Violation","Dieppe",10,2018
"Impaired Operation","Dieppe",2,2018
"Mischief","Dieppe",21,2018
"Municipal ByLaws","Dieppe",0,2018
"Offensive Weapons","Dieppe",5,2018
"Other Crminal Code Traffic","Dieppe",4,2018
"Other Federal Statute Violations","Dieppe",0,2018
"Other Theft Over","Dieppe",0,2018
"Other Theft Under","Dieppe",24,2018
"OtherCriminalCode (A)","Dieppe",11,2018
"OtherCriminalCode (B)","Dieppe",4,2018
"Prostitution","Dieppe",0,2018
"Provincial Statutes","Dieppe",1,2018
"Sexual Assault","Dieppe",0,2018
"Shoplift Over","Dieppe",0,2018
"Shoplift Under","Dieppe",0,2018
"Special Inq(8510-8640)","Dieppe",6,2018
"Special Inq(8660-8814)","Dieppe",21,2018
"Str Racing Offences","Dieppe",0,2018
"Theft From Auto Over","Dieppe",0,2018
"Theft From Auto Under","Dieppe",23,2018
"Theft of Motor Vehicle VA, VT","Dieppe",7,2018
"Theft of Other Vehicle VM, VO","Dieppe",0,2018
"Violation Causing Death","Dieppe",0,2018
"Violence/Threat","Dieppe",2,2018
"Total","Dieppe",183,2018
"Arson","Eastview",2,2018
"Assault","Eastview",35,2018
"Attempt Murder","Eastview",0,2018
"B&E (Business)","Eastview",13,2018
"B&E (Garage)","Eastview",7,2018
"B&E (Other)","Eastview",34,2018
"B&E (Residence)","Eastview",9,2018
"B&E Motor Vehicle Firearms","Eastview",1,2018
"Commodification of Sexual Activity","Eastview",0,2018
"Controlled Drugs","Eastview",15,2018
NA,"Eastview",0,2018
"Crimes Against Property(2150-2166)","Eastview",12,2018
"Dangerous Operation","Eastview",6,2018
"Deprivation of Freedom","Eastview",0,2018
"HWY Traffic Violation","Eastview",40,2018
"Impaired Operation","Eastview",12,2018
"Mischief","Eastview",122,2018
"Municipal ByLaws","Eastview",0,2018
"Offensive Weapons","Eastview",9,2018
"Other Crminal Code Traffic","Eastview",11,2018
"Other Federal Statute Violations","Eastview",1,2018
"Other Theft Over","Eastview",2,2018
"Other Theft Under","Eastview",66,2018
"OtherCriminalCode (A)","Eastview",57,2018
"OtherCriminalCode (B)","Eastview",3,2018
"Prostitution","Eastview",0,2018
"Provincial Statutes","Eastview",7,2018
"Sexual Assault","Eastview",6,2018
"Shoplift Over","Eastview",0,2018
"Shoplift Under","Eastview",3,2018
"Special Inq(8510-8640)","Eastview",20,2018
"Special Inq(8660-8814)","Eastview",74,2018
"Str Racing Offences","Eastview",0,2018
"Theft From Auto Over","Eastview",0,2018
"Theft From Auto Under","Eastview",64,2018
"Theft of Motor Vehicle VA, VT","Eastview",47,2018
"Theft of Other Vehicle VM, VO","Eastview",3,2018
"Violation Causing Death","Eastview",0,2018
"Violence/Threat","Eastview",8,2018
"Total","Eastview",689,2018
"Arson","Gardiner Park",3,2018
"Assault","Gardiner Park",41,2018
"Attempt Murder","Gardiner Park",0,2018
"B&E (Business)","Gardiner Park",9,2018
"B&E (Garage)","Gardiner Park",18,2018
"B&E (Other)","Gardiner Park",15,2018
"B&E (Residence)","Gardiner Park",72,2018
"B&E Motor Vehicle Firearms","Gardiner Park",0,2018
"Commodification of Sexual Activity","Gardiner Park",0,2018
"Controlled Drugs","Gardiner Park",8,2018
NA,"Gardiner Park",0,2018
"Crimes Against Property(2150-2166)","Gardiner Park",58,2018
"Dangerous Operation","Gardiner Park",1,2018
"Deprivation of Freedom","Gardiner Park",0,2018
"HWY Traffic Violation","Gardiner Park",82,2018
"Impaired Operation","Gardiner Park",8,2018
"Mischief","Gardiner Park",161,2018
"Municipal ByLaws","Gardiner Park",1,2018
"Offensive Weapons","Gardiner Park",15,2018
"Other Crminal Code Traffic","Gardiner Park",10,2018
"Other Federal Statute Violations","Gardiner Park",9,2018
"Other Theft Over","Gardiner Park",4,2018
"Other Theft Under","Gardiner Park",128,2018
"OtherCriminalCode (A)","Gardiner Park",72,2018
"OtherCriminalCode (B)","Gardiner Park",4,2018
"Prostitution","Gardiner Park",4,2018
"Provincial Statutes","Gardiner Park",4,2018
"Sexual Assault","Gardiner Park",4,2018
"Shoplift Over","Gardiner Park",2,2018
"Shoplift Under","Gardiner Park",428,2018
"Special Inq(8510-8640)","Gardiner Park",49,2018
"Special Inq(8660-8814)","Gardiner Park",99,2018
"Str Racing Offences","Gardiner Park",0,2018
"Theft From Auto Over","Gardiner Park",2,2018
"Theft From Auto Under","Gardiner Park",197,2018
"Theft of Motor Vehicle VA, VT","Gardiner Park",90,2018
"Theft of Other Vehicle VM, VO","Gardiner Park",5,2018
"Violation Causing Death","Gardiner Park",0,2018
"Violence/Threat","Gardiner Park",15,2018
"Total","Gardiner Park",1618,2018
"Arson","Gladmer Park",2,2018
"Assault","Gladmer Park",25,2018
"Attempt Murder","Gladmer Park",0,2018
"B&E (Business)","Gladmer Park",2,2018
"B&E (Garage)","Gladmer Park",3,2018
"B&E (Other)","Gladmer Park",9,2018
"B&E (Residence)","Gladmer Park",11,2018
"B&E Motor Vehicle Firearms","Gladmer Park",0,2018
"Commodification of Sexual Activity","Gladmer Park",0,2018
"Controlled Drugs","Gladmer Park",4,2018
NA,"Gladmer Park",0,2018
"Crimes Against Property(2150-2166)","Gladmer Park",7,2018
"Dangerous Operation","Gladmer Park",2,2018
"Deprivation of Freedom","Gladmer Park",0,2018
"HWY Traffic Violation","Gladmer Park",12,2018
"Impaired Operation","Gladmer Park",1,2018
"Mischief","Gladmer Park",44,2018
"Municipal ByLaws","Gladmer Park",0,2018
"Offensive Weapons","Gladmer Park",3,2018
"Other Crminal Code Traffic","Gladmer Park",3,2018
"Other Federal Statute Violations","Gladmer Park",0,2018
"Other Theft Over","Gladmer Park",0,2018
"Other Theft Under","Gladmer Park",59,2018
"OtherCriminalCode (A)","Gladmer Park",29,2018
"OtherCriminalCode (B)","Gladmer Park",2,2018
"Prostitution","Gladmer Park",1,2018
"Provincial Statutes","Gladmer Park",3,2018
"Sexual Assault","Gladmer Park",2,2018
"Shoplift Over","Gladmer Park",0,2018
"Shoplift Under","Gladmer Park",86,2018
"Special Inq(8510-8640)","Gladmer Park",64,2018
"Special Inq(8660-8814)","Gladmer Park",14,2018
"Str Racing Offences","Gladmer Park",0,2018
"Theft From Auto Over","Gladmer Park",0,2018
"Theft From Auto Under","Gladmer Park",24,2018
"Theft of Motor Vehicle VA, VT","Gladmer Park",7,2018
"Theft of Other Vehicle VM, VO","Gladmer Park",0,2018
"Violation Causing Death","Gladmer Park",0,2018
"Violence/Threat","Gladmer Park",6,2018
"Total","Gladmer Park",425,2018
"Arson","Hillsdale",2,2018
"Assault","Hillsdale",29,2018
"Attempt Murder","Hillsdale",0,2018
"B&E (Business)","Hillsdale",1,2018
"B&E (Garage)","Hillsdale",5,2018
"B&E (Other)","Hillsdale",6,2018
"B&E (Residence)","Hillsdale",22,2018
"B&E Motor Vehicle Firearms","Hillsdale",0,2018
"Commodification of Sexual Activity","Hillsdale",0,2018
"Controlled Drugs","Hillsdale",11,2018
NA,"Hillsdale",0,2018
"Crimes Against Property(2150-2166)","Hillsdale",16,2018
"Dangerous Operation","Hillsdale",2,2018
"Deprivation of Freedom","Hillsdale",0,2018
"HWY Traffic Violation","Hillsdale",27,2018
"Impaired Operation","Hillsdale",4,2018
"Mischief","Hillsdale",105,2018
"Municipal ByLaws","Hillsdale",1,2018
"Offensive Weapons","Hillsdale",12,2018
"Other Crminal Code Traffic","Hillsdale",12,2018
"Other Federal Statute Violations","Hillsdale",1,2018
"Other Theft Over","Hillsdale",4,2018
"Other Theft Under","Hillsdale",116,2018
"OtherCriminalCode (A)","Hillsdale",39,2018
"OtherCriminalCode (B)","Hillsdale",3,2018
"Prostitution","Hillsdale",0,2018
"Provincial Statutes","Hillsdale",4,2018
"Sexual Assault","Hillsdale",4,2018
"Shoplift Over","Hillsdale",1,2018
"Shoplift Under","Hillsdale",9,2018
"Special Inq(8510-8640)","Hillsdale",55,2018
"Special Inq(8660-8814)","Hillsdale",53,2018
"Str Racing Offences","Hillsdale",0,2018
"Theft From Auto Over","Hillsdale",1,2018
"Theft From Auto Under","Hillsdale",84,2018
"Theft of Motor Vehicle VA, VT","Hillsdale",53,2018
"Theft of Other Vehicle VM, VO","Hillsdale",1,2018
"Violation Causing Death","Hillsdale",0,2018
"Violence/Threat","Hillsdale",11,2018
"Total","Hillsdale",694,2018
"Arson","Lakeview",2,2018
"Assault","Lakeview",34,2018
"Attempt Murder","Lakeview",0,2018
"B&E (Business)","Lakeview",1,2018
"B&E (Garage)","Lakeview",50,2018
"B&E (Other)","Lakeview",3,2018
"B&E (Residence)","Lakeview",28,2018
"B&E Motor Vehicle Firearms","Lakeview",0,2018
"Commodification of Sexual Activity","Lakeview",0,2018
"Controlled Drugs","Lakeview",9,2018
NA,"Lakeview",0,2018
"Crimes Against Property(2150-2166)","Lakeview",14,2018
"Dangerous Operation","Lakeview",6,2018
"Deprivation of Freedom","Lakeview",0,2018
"HWY Traffic Violation","Lakeview",29,2018
"Impaired Operation","Lakeview",13,2018
"Mischief","Lakeview",115,2018
"Municipal ByLaws","Lakeview",0,2018
"Offensive Weapons","Lakeview",9,2018
"Other Crminal Code Traffic","Lakeview",8,2018
"Other Federal Statute Violations","Lakeview",4,2018
"Other Theft Over","Lakeview",2,2018
"Other Theft Under","Lakeview",56,2018
"OtherCriminalCode (A)","Lakeview",19,2018
"OtherCriminalCode (B)","Lakeview",4,2018
"Prostitution","Lakeview",0,2018
"Provincial Statutes","Lakeview",3,2018
"Sexual Assault","Lakeview",2,2018
"Shoplift Over","Lakeview",0,2018
"Shoplift Under","Lakeview",4,2018
"Special Inq(8510-8640)","Lakeview",17,2018
"Special Inq(8660-8814)","Lakeview",64,2018
"Str Racing Offences","Lakeview",0,2018
"Theft From Auto Over","Lakeview",2,2018
"Theft From Auto Under","Lakeview",79,2018
"Theft of Motor Vehicle VA, VT","Lakeview",52,2018
"Theft of Other Vehicle VM, VO","Lakeview",3,2018
"Violation Causing Death","Lakeview",1,2018
"Violence/Threat","Lakeview",17,2018
"Total","Lakeview",650,2018
"Arson","Market Square",2,2018
"Assault","Market Square",74,2018
"Attempt Murder","Market Square",0,2018
"B&E (Business)","Market Square",11,2018
"B&E (Garage)","Market Square",0,2018
"B&E (Other)","Market Square",13,2018
"B&E (Residence)","Market Square",2,2018
"B&E Motor Vehicle Firearms","Market Square",0,2018
"Commodification of Sexual Activity","Market Square",0,2018
"Controlled Drugs","Market Square",20,2018
NA,"Market Square",0,2018
"Crimes Against Property(2150-2166)","Market Square",70,2018
"Dangerous Operation","Market Square",13,2018
"Deprivation of Freedom","Market Square",0,2018
"HWY Traffic Violation","Market Square",53,2018
"Impaired Operation","Market Square",26,2018
"Mischief","Market Square",163,2018
"Municipal ByLaws","Market Square",1,2018
"Offensive Weapons","Market Square",43,2018
"Other Crminal Code Traffic","Market Square",16,2018
"Other Federal Statute Violations","Market Square",62,2018
"Other Theft Over","Market Square",1,2018
"Other Theft Under","Market Square",166,2018
"OtherCriminalCode (A)","Market Square",1820,2018
"OtherCriminalCode (B)","Market Square",21,2018
"Prostitution","Market Square",6,2018
"Provincial Statutes","Market Square",30,2018
"Sexual Assault","Market Square",5,2018
"Shoplift Over","Market Square",0,2018
"Shoplift Under","Market Square",198,2018
"Special Inq(8510-8640)","Market Square",61,2018
"Special Inq(8660-8814)","Market Square",106,2018
"Str Racing Offences","Market Square",0,2018
