"crime","neighbourhood","incidents","year"
"Special Inq (8660-8814)","Argyle Park",31,2019
"Theft From Auto Over","Argyle Park",0,2019
"Theft From Auto Under","Argyle Park",10,2019
"Theft of Motor Vehicle VA, VT","Argyle Park",4,2019
"Theft of Other Vehicle VM, VO","Argyle Park",0,2019
"Violation Causing Death","Argyle Park",0,2019
"Violence/Threat","Argyle Park",1,2019
"Total","Argyle Park",173,2019
"Arson","Boothill",0,2019
"Assault","Boothill",1,2019
"Attempt Murder","Boothill",0,2019
"B&E (Business)","Boothill",0,2019
"B&E (Garage)","Boothill",0,2019
"B&E (Other)","Boothill",0,2019
"B&E (Residence)","Boothill",1,2019
"Controlled Drugs (A)","Boothill",2,2019
"Crimes Against Property(2150-2166)","Boothill",2,2019
"Dangerous Operation","Boothill",0,2019
"Deprivation of Freedom","Boothill",0,2019
"Impaired Operation","Boothill",0,2019
"Mischief","Boothill",10,2019
"Municipal ByLaws","Boothill",0,2019
"Offensive Weapons","Boothill",0,2019
"Other Criminal Code Traffic","Boothill",1,2019
"Other Federal Statute Violations","Boothill",1,2019
"Other Theft Over","Boothill",0,2019
"Other Theft Under","Boothill",2,2019
"OtherCriminalCode (A)","Boothill",7,2019
"OtherCriminalCode (B)","Boothill",0,2019
"Prostitution","Boothill",0,2019
"Provincial Statutes","Boothill",0,2019
"Sexual Assault","Boothill",0,2019
"Shoplift Over","Boothill",0,2019
"Shoplift Under","Boothill",0,2019
"Special Inq (8510-8640)","Boothill",2,2019
"Special Inq (8660-8814)","Boothill",7,2019
"Theft From Auto Over","Boothill",0,2019
"Theft From Auto Under","Boothill",8,2019
"Theft of Motor Vehicle VA, VT","Boothill",7,2019
"Theft of Other Vehicle VM, VO","Boothill",1,2019
"Violation Causing Death","Boothill",0,2019
"Violence/Threat","Boothill",4,2019
"Total","Boothill",56,2019
"Arson","Cathedral",1,2019
"Assault","Cathedral",19,2019
"Attempt Murder","Cathedral",0,2019
"B&E (Business)","Cathedral",0,2019
"B&E (Garage)","Cathedral",6,2019
"B&E (Other)","Cathedral",1,2019
"B&E (Residence)","Cathedral",12,2019
"Controlled Drugs (A)","Cathedral",5,2019
"Crimes Against Property(2150-2166)","Cathedral",13,2019
"Dangerous Operation","Cathedral",10,2019
"Deprivation of Freedom","Cathedral",0,2019
"Impaired Operation","Cathedral",7,2019
"Mischief","Cathedral",76,2019
"Municipal ByLaws","Cathedral",0,2019
"Offensive Weapons","Cathedral",5,2019
"Other Criminal Code Traffic","Cathedral",3,2019
"Other Federal Statute Violations","Cathedral",0,2019
"Other Theft Over","Cathedral",0,2019
"Other Theft Under","Cathedral",39,2019
"OtherCriminalCode (A)","Cathedral",31,2019
"OtherCriminalCode (B)","Cathedral",0,2019
"Prostitution","Cathedral",0,2019
"Provincial Statutes","Cathedral",3,2019
"Sexual Assault","Cathedral",3,2019
"Shoplift Over","Cathedral",0,2019
"Shoplift Under","Cathedral",29,2019
"Special Inq (8510-8640)","Cathedral",25,2019
"Special Inq (8660-8814)","Cathedral",81,2019
"Theft From Auto Over","Cathedral",0,2019
"Theft From Auto Under","Cathedral",73,2019
"Theft of Motor Vehicle VA, VT","Cathedral",21,2019
"Theft of Other Vehicle VM, VO","Cathedral",0,2019
"Violation Causing Death","Cathedral",0,2019
"Violence/Threat","Cathedral",6,2019
"Total","Cathedral",469,2019
"Arson","Centre Square",0,2019
"Assault","Centre Square",13,2019
"Attempt Murder","Centre Square",0,2019
"B&E (Business)","Centre Square",0,2019
"B&E (Garage)","Centre Square",1,2019
"B&E (Other)","Centre Square",2,2019
"B&E (Residence)","Centre Square",4,2019
"Controlled Drugs (A)","Centre Square",0,2019
"Crimes Against Property(2150-2166)","Centre Square",11,2019
"Dangerous Operation","Centre Square",1,2019
"Deprivation of Freedom","Centre Square",0,2019
"Impaired Operation","Centre Square",2,2019
"Mischief","Centre Square",21,2019
"Municipal ByLaws","Centre Square",0,2019
"Offensive Weapons","Centre Square",3,2019
"Other Criminal Code Traffic","Centre Square",0,2019
"Other Federal Statute Violations","Centre Square",0,2019
"Other Theft Over","Centre Square",0,2019
"Other Theft Under","Centre Square",20,2019
"OtherCriminalCode (A)","Centre Square",37,2019
"OtherCriminalCode (B)","Centre Square",0,2019
"Prostitution","Centre Square",0,2019
"Provincial Statutes","Centre Square",2,2019
"Sexual Assault","Centre Square",3,2019
"Shoplift Over","Centre Square",0,2019
"Shoplift Under","Centre Square",4,2019
"Special Inq (8510-8640)","Centre Square",9,2019
"Special Inq (8660-8814)","Centre Square",28,2019
"Theft From Auto Over","Centre Square",0,2019
"Theft From Auto Under","Centre Square",18,2019
"Theft of Motor Vehicle VA, VT","Centre Square",8,2019
"Theft of Other Vehicle VM, VO","Centre Square",0,2019
"Violation Causing Death","Centre Square",0,2019
"Violence/Threat","Centre Square",6,2019
"Total","Centre Square",193,2019
"Arson","Core Group",1,2019
"Assault","Core Group",50,2019
"Attempt Murder","Core Group",0,2019
"B&E (Business)","Core Group",5,2019
"B&E (Garage)","Core Group",18,2019
"B&E (Other)","Core Group",7,2019
"B&E (Residence)","Core Group",25,2019
"Controlled Drugs (A)","Core Group",23,2019
"Crimes Against Property(2150-2166)","Core Group",35,2019
"Dangerous Operation","Core Group",17,2019
"Deprivation of Freedom","Core Group",0,2019
"Impaired Operation","Core Group",5,2019
"Mischief","Core Group",104,2019
"Municipal ByLaws","Core Group",0,2019
"Offensive Weapons","Core Group",20,2019
"Other Criminal Code Traffic","Core Group",7,2019
"Other Federal Statute Violations","Core Group",8,2019
"Other Theft Over","Core Group",1,2019
"Other Theft Under","Core Group",53,2019
"OtherCriminalCode (A)","Core Group",183,2019
"OtherCriminalCode (B)","Core Group",3,2019
"Prostitution","Core Group",0,2019
"Provincial Statutes","Core Group",14,2019
"Sexual Assault","Core Group",4,2019
"Shoplift Over","Core Group",0,2019
"Shoplift Under","Core Group",4,2019
"Special Inq (8510-8640)","Core Group",93,2019
"Special Inq (8660-8814)","Core Group",90,2019
"Theft From Auto Over","Core Group",1,2019
"Theft From Auto Under","Core Group",68,2019
"Theft of Motor Vehicle VA, VT","Core Group",44,2019
"Theft of Other Vehicle VM, VO","Core Group",0,2019
"Violation Causing Death","Core Group",0,2019
"Violence/Threat","Core Group",30,2019
"Total","Core Group",913,2019
"Arson","Coronation Park",0,2019
"Assault","Coronation Park",36,2019
"Attempt Murder","Coronation Park",0,2019
"B&E (Business)","Coronation Park",2,2019
"B&E (Garage)","Coronation Park",6,2019
"B&E (Other)","Coronation Park",4,2019
"B&E (Residence)","Coronation Park",7,2019
"Controlled Drugs (A)","Coronation Park",10,2019
"Crimes Against Property(2150-2166)","Coronation Park",9,2019
"Dangerous Operation","Coronation Park",10,2019
"Deprivation of Freedom","Coronation Park",0,2019
"Impaired Operation","Coronation Park",7,2019
"Mischief","Coronation Park",26,2019
"Municipal ByLaws","Coronation Park",0,2019
"Offensive Weapons","Coronation Park",5,2019
"Other Criminal Code Traffic","Coronation Park",5,2019
"Other Federal Statute Violations","Coronation Park",2,2019
"Other Theft Over","Coronation Park",1,2019
"Other Theft Under","Coronation Park",39,2019
"OtherCriminalCode (A)","Coronation Park",41,2019
"OtherCriminalCode (B)","Coronation Park",2,2019
"Prostitution","Coronation Park",0,2019
"Provincial Statutes","Coronation Park",2,2019
"Sexual Assault","Coronation Park",4,2019
"Shoplift Over","Coronation Park",0,2019
"Shoplift Under","Coronation Park",25,2019
"Special Inq (8510-8640)","Coronation Park",25,2019
"Special Inq (8660-8814)","Coronation Park",55,2019
"Theft From Auto Over","Coronation Park",0,2019
"Theft From Auto Under","Coronation Park",33,2019
"Theft of Motor Vehicle VA, VT","Coronation Park",17,2019
"Theft of Other Vehicle VM, VO","Coronation Park",0,2019
"Violation Causing Death","Coronation Park",0,2019
"Violence/Threat","Coronation Park",6,2019
"Total","Coronation Park",379,2019
"Arson","Dewdney East",0,2019
"Assault","Dewdney East",34,2019
"Attempt Murder","Dewdney East",0,2019
"B&E (Business)","Dewdney East",3,2019
"B&E (Garage)","Dewdney East",5,2019
"B&E (Other)","Dewdney East",5,2019
"B&E (Residence)","Dewdney East",17,2019
"Controlled Drugs (A)","Dewdney East",10,2019
"Crimes Against Property(2150-2166)","Dewdney East",25,2019
"Dangerous Operation","Dewdney East",2,2019
"Deprivation of Freedom","Dewdney East",0,2019
"Impaired Operation","Dewdney East",3,2019
"Mischief","Dewdney East",47,2019
"Municipal ByLaws","Dewdney East",0,2019
"Offensive Weapons","Dewdney East",5,2019
"Other Criminal Code Traffic","Dewdney East",1,2019
"Other Federal Statute Violations","Dewdney East",0,2019
"Other Theft Over","Dewdney East",3,2019
"Other Theft Under","Dewdney East",24,2019
"OtherCriminalCode (A)","Dewdney East",39,2019
"OtherCriminalCode (B)","Dewdney East",2,2019
"Prostitution","Dewdney East",0,2019
"Provincial Statutes","Dewdney East",4,2019
"Sexual Assault","Dewdney East",2,2019
"Shoplift Over","Dewdney East",0,2019
"Shoplift Under","Dewdney East",10,2019
"Special Inq (8510-8640)","Dewdney East",25,2019
"Special Inq (8660-8814)","Dewdney East",62,2019
"Theft From Auto Over","Dewdney East",0,2019
"Theft From Auto Under","Dewdney East",40,2019
"Theft of Motor Vehicle VA, VT","Dewdney East",47,2019
"Theft of Other Vehicle VM, VO","Dewdney East",0,2019
"Violation Causing Death","Dewdney East",0,2019
"Violence/Threat","Dewdney East",10,2019
"Total","Dewdney East",425,2019
"Arson","Dieppe",0,2019
"Assault","Dieppe",2,2019
"Attempt Murder","Dieppe",0,2019
"B&E (Business)","Dieppe",0,2019
"B&E (Garage)","Dieppe",10,2019
"B&E (Other)","Dieppe",0,2019
"B&E (Residence)","Dieppe",5,2019
"Controlled Drugs (A)","Dieppe",2,2019
"Crimes Against Property(2150-2166)","Dieppe",3,2019
"Dangerous Operation","Dieppe",0,2019
"Deprivation of Freedom","Dieppe",0,2019
"Impaired Operation","Dieppe",0,2019
"Mischief","Dieppe",7,2019
"Municipal ByLaws","Dieppe",0,2019
"Offensive Weapons","Dieppe",2,2019
"Other Criminal Code Traffic","Dieppe",0,2019
"Other Federal Statute Violations","Dieppe",0,2019
"Other Theft Over","Dieppe",0,2019
"Other Theft Under","Dieppe",1,2019
"OtherCriminalCode (A)","Dieppe",3,2019
"OtherCriminalCode (B)","Dieppe",1,2019
"Prostitution","Dieppe",0,2019
"Provincial Statutes","Dieppe",0,2019
"Sexual Assault","Dieppe",1,2019
"Shoplift Over","Dieppe",0,2019
"Shoplift Under","Dieppe",0,2019
"Special Inq (8510-8640)","Dieppe",2,2019
"Special Inq (8660-8814)","Dieppe",3,2019
"Theft From Auto Over","Dieppe",0,2019
"Theft From Auto Under","Dieppe",11,2019
"Theft of Motor Vehicle VA, VT","Dieppe",0,2019
"Theft of Other Vehicle VM, VO","Dieppe",0,2019
"Violation Causing Death","Dieppe",0,2019
"Violence/Threat","Dieppe",2,2019
"Total","Dieppe",55,2019
"Arson","Eastview",2,2019
"Assault","Eastview",14,2019
"Attempt Murder","Eastview",0,2019
"B&E (Business)","Eastview",8,2019
"B&E (Garage)","Eastview",3,2019
"B&E (Other)","Eastview",10,2019
"B&E (Residence)","Eastview",5,2019
"Controlled Drugs (A)","Eastview",1,2019
"Crimes Against Property(2150-2166)","Eastview",9,2019
"Dangerous Operation","Eastview",4,2019
"Deprivation of Freedom","Eastview",0,2019
"Impaired Operation","Eastview",6,2019
"Mischief","Eastview",29,2019
"Municipal ByLaws","Eastview",0,2019
"Offensive Weapons","Eastview",0,2019
"Other Criminal Code Traffic","Eastview",5,2019
"Other Federal Statute Violations","Eastview",0,2019
"Other Theft Over","Eastview",2,2019
"Other Theft Under","Eastview",11,2019
"OtherCriminalCode (A)","Eastview",17,2019
"OtherCriminalCode (B)","Eastview",3,2019
"Prostitution","Eastview",0,2019
"Provincial Statutes","Eastview",4,2019
"Sexual Assault","Eastview",0,2019
"Shoplift Over","Eastview",0,2019
"Shoplift Under","Eastview",0,2019
"Special Inq (8510-8640)","Eastview",10,2019
"Special Inq (8660-8814)","Eastview",33,2019
"Theft From Auto Over","Eastview",0,2019
"Theft From Auto Under","Eastview",30,2019
"Theft of Motor Vehicle VA, VT","Eastview",16,2019
"Theft of Other Vehicle VM, VO","Eastview",0,2019
"Violation Causing Death","Eastview",0,2019
"Violence/Threat","Eastview",4,2019
"Total","Eastview",226,2019
"Arson","Gardiner Park",0,2019
"Assault","Gardiner Park",15,2019
"Attempt Murder","Gardiner Park",1,2019
"B&E (Business)","Gardiner Park",5,2019
"B&E (Garage)","Gardiner Park",5,2019
"B&E (Other)","Gardiner Park",2,2019
"B&E (Residence)","Gardiner Park",18,2019
"Controlled Drugs (A)","Gardiner Park",4,2019
"Crimes Against Property(2150-2166)","Gardiner Park",36,2019
"Dangerous Operation","Gardiner Park",0,2019
"Deprivation of Freedom","Gardiner Park",0,2019
"Impaired Operation","Gardiner Park",5,2019
"Mischief","Gardiner Park",14,2019
"Municipal ByLaws","Gardiner Park",0,2019
"Offensive Weapons","Gardiner Park",6,2019
"Other Criminal Code Traffic","Gardiner Park",3,2019
"Other Federal Statute Violations","Gardiner Park",2,2019
"Other Theft Over","Gardiner Park",0,2019
"Other Theft Under","Gardiner Park",45,2019
"OtherCriminalCode (A)","Gardiner Park",45,2019
"OtherCriminalCode (B)","Gardiner Park",0,2019
"Prostitution","Gardiner Park",0,2019
"Provincial Statutes","Gardiner Park",4,2019
"Sexual Assault","Gardiner Park",0,2019
"Shoplift Over","Gardiner Park",1,2019
"Shoplift Under","Gardiner Park",221,2019
"Special Inq (8510-8640)","Gardiner Park",22,2019
"Special Inq (8660-8814)","Gardiner Park",68,2019
"Theft From Auto Over","Gardiner Park",0,2019
"Theft From Auto Under","Gardiner Park",36,2019
"Theft of Motor Vehicle VA, VT","Gardiner Park",21,2019
"Theft of Other Vehicle VM, VO","Gardiner Park",0,2019
"Violation Causing Death","Gardiner Park",0,2019
"Violence/Threat","Gardiner Park",2,2019
"Total","Gardiner Park",581,2019
"Arson","Gladmer Park",0,2019
"Assault","Gladmer Park",19,2019
"Attempt Murder","Gladmer Park",0,2019
"B&E (Business)","Gladmer Park",0,2019
"B&E (Garage)","Gladmer Park",0,2019
"B&E (Other)","Gladmer Park",1,2019
"B&E (Residence)","Gladmer Park",4,2019
"Controlled Drugs (A)","Gladmer Park",0,2019
"Crimes Against Property(2150-2166)","Gladmer Park",5,2019
"Dangerous Operation","Gladmer Park",0,2019
"Deprivation of Freedom","Gladmer Park",0,2019
"Impaired Operation","Gladmer Park",2,2019
"Mischief","Gladmer Park",14,2019
"Municipal ByLaws","Gladmer Park",0,2019
"Offensive Weapons","Gladmer Park",5,2019
"Other Criminal Code Traffic","Gladmer Park",0,2019
"Other Federal Statute Violations","Gladmer Park",1,2019
"Other Theft Over","Gladmer Park",0,2019
"Other Theft Under","Gladmer Park",7,2019
"OtherCriminalCode (A)","Gladmer Park",8,2019
"OtherCriminalCode (B)","Gladmer Park",0,2019
"Prostitution","Gladmer Park",1,2019
"Provincial Statutes","Gladmer Park",0,2019
"Sexual Assault","Gladmer Park",0,2019
"Shoplift Over","Gladmer Park",0,2019
"Shoplift Under","Gladmer Park",13,2019
"Special Inq (8510-8640)","Gladmer Park",29,2019
"Special Inq (8660-8814)","Gladmer Park",9,2019
"Theft From Auto Over","Gladmer Park",0,2019
"Theft From Auto Under","Gladmer Park",13,2019
"Theft of Motor Vehicle VA, VT","Gladmer Park",3,2019
"Theft of Other Vehicle VM, VO","Gladmer Park",0,2019
"Violation Causing Death","Gladmer Park",0,2019
"Violence/Threat","Gladmer Park",3,2019
"Total","Gladmer Park",137,2019
"Arson","Hillsdale",0,2019
"Assault","Hillsdale",13,2019
"Attempt Murder","Hillsdale",0,2019
"B&E (Business)","Hillsdale",0,2019
"B&E (Garage)","Hillsdale",2,2019
"B&E (Other)","Hillsdale",3,2019
"B&E (Residence)","Hillsdale",5,2019
"Controlled Drugs (A)","Hillsdale",5,2019
"Crimes Against Property(2150-2166)","Hillsdale",12,2019
"Dangerous Operation","Hillsdale",1,2019
"Deprivation of Freedom","Hillsdale",0,2019
"Impaired Operation","Hillsdale",2,2019
"Mischief","Hillsdale",13,2019
"Municipal ByLaws","Hillsdale",0,2019
"Offensive Weapons","Hillsdale",6,2019
"Other Criminal Code Traffic","Hillsdale",4,2019
"Other Federal Statute Violations","Hillsdale",0,2019
"Other Theft Over","Hillsdale",0,2019
"Other Theft Under","Hillsdale",12,2019
"OtherCriminalCode (A)","Hillsdale",13,2019
"OtherCriminalCode (B)","Hillsdale",0,2019
"Prostitution","Hillsdale",0,2019
"Provincial Statutes","Hillsdale",0,2019
"Sexual Assault","Hillsdale",2,2019
"Shoplift Over","Hillsdale",0,2019
"Shoplift Under","Hillsdale",6,2019
"Special Inq (8510-8640)","Hillsdale",23,2019
"Special Inq (8660-8814)","Hillsdale",38,2019
"Theft From Auto Over","Hillsdale",0,2019
"Theft From Auto Under","Hillsdale",15,2019
"Theft of Motor Vehicle VA, VT","Hillsdale",7,2019
"Theft of Other Vehicle VM, VO","Hillsdale",1,2019
"Violation Causing Death","Hillsdale",0,2019
"Violence/Threat","Hillsdale",0,2019
"Total","Hillsdale",183,2019
"Arson","Lakeview",0,2019
"Assault","Lakeview",11,2019
"Attempt Murder","Lakeview",0,2019
"B&E (Business)","Lakeview",0,2019
"B&E (Garage)","Lakeview",11,2019
"B&E (Other)","Lakeview",4,2019
"B&E (Residence)","Lakeview",13,2019
"Controlled Drugs (A)","Lakeview",1,2019
"Crimes Against Property(2150-2166)","Lakeview",7,2019
"Dangerous Operation","Lakeview",3,2019
"Deprivation of Freedom","Lakeview",2,2019
"Impaired Operation","Lakeview",3,2019
"Mischief","Lakeview",60,2019
"Municipal ByLaws","Lakeview",0,2019
"Offensive Weapons","Lakeview",1,2019
"Other Criminal Code Traffic","Lakeview",1,2019
"Other Federal Statute Violations","Lakeview",0,2019
"Other Theft Over","Lakeview",0,2019
"Other Theft Under","Lakeview",13,2019
"OtherCriminalCode (A)","Lakeview",8,2019
"OtherCriminalCode (B)","Lakeview",1,2019
"Prostitution","Lakeview",0,2019
"Provincial Statutes","Lakeview",5,2019
"Sexual Assault","Lakeview",2,2019
"Shoplift Over","Lakeview",0,2019
"Shoplift Under","Lakeview",0,2019
"Special Inq (8510-8640)","Lakeview",15,2019
"Special Inq (8660-8814)","Lakeview",30,2019
"Theft From Auto Over","Lakeview",0,2019
"Theft From Auto Under","Lakeview",81,2019
"Theft of Motor Vehicle VA, VT","Lakeview",21,2019
"Theft of Other Vehicle VM, VO","Lakeview",0,2019
"Violation Causing Death","Lakeview",0,2019
"Violence/Threat","Lakeview",5,2019
"Total","Lakeview",298,2019
"Arson","Market Square",1,2019
"Assault","Market Square",17,2019
"Attempt Murder","Market Square",1,2019
"B&E (Business)","Market Square",4,2019
"B&E (Garage)","Market Square",0,2019
"B&E (Other)","Market Square",9,2019
"B&E (Residence)","Market Square",6,2019
"Controlled Drugs (A)","Market Square",8,2019
"Crimes Against Property(2150-2166)","Market Square",32,2019
"Dangerous Operation","Market Square",3,2019
"Deprivation of Freedom","Market Square",2,2019
"Impaired Operation","Market Square",5,2019
"Mischief","Market Square",31,2019
"Municipal ByLaws","Market Square",0,2019
"Offensive Weapons","Market Square",7,2019
"Other Criminal Code Traffic","Market Square",5,2019
"Other Federal Statute Violations","Market Square",18,2019
"Other Theft Over","Market Square",0,2019
"Other Theft Under","Market Square",69,2019
"OtherCriminalCode (A)","Market Square",994,2019
"OtherCriminalCode (B)","Market Square",11,2019
"Prostitution","Market Square",0,2019
"Provincial Statutes","Market Square",13,2019
"Sexual Assault","Market Square",2,2019
"Shoplift Over","Market Square",0,2019
"Shoplift Under","Market Square",23,2019
"Special Inq (8510-8640)","Market Square",23,2019
"Special Inq (8660-8814)","Market Square",51,2019
"Theft From Auto Over","Market Square",0,2019
"Theft From Auto Under","Market Square",37,2019
"Theft of Motor Vehicle VA, VT","Market Square",7,2019
"Theft of Other Vehicle VM, VO","Market Square",0,2019
"Violation Causing Death","Market Square",0,2019
"Violence/Threat","Market Square",16,2019
"Total","Market Square",1395,2019
"Arson","McNab",0,2019
"Assault","McNab",8,2019
"Attempt Murder","McNab",0,2019
"B&E (Business)","McNab",0,2019
"B&E (Garage)","McNab",4,2019
"B&E (Other)","McNab",2,2019
"B&E (Residence)","McNab",2,2019
"Controlled Drugs (A)","McNab",0,2019
"Crimes Against Property(2150-2166)","McNab",3,2019
"Dangerous Operation","McNab",0,2019
"Deprivation of Freedom","McNab",0,2019
"Impaired Operation","McNab",0,2019
"Mischief","McNab",21,2019
"Municipal ByLaws","McNab",0,2019
"Offensive Weapons","McNab",1,2019
"Other Criminal Code Traffic","McNab",1,2019
"Other Federal Statute Violations","McNab",0,2019
"Other Theft Over","McNab",0,2019
"Other Theft Under","McNab",6,2019
"OtherCriminalCode (A)","McNab",2,2019
"OtherCriminalCode (B)","McNab",0,2019
"Prostitution","McNab",0,2019
"Provincial Statutes","McNab",0,2019
"Sexual Assault","McNab",0,2019
"Shoplift Over","McNab",0,2019
"Shoplift Under","McNab",0,2019
"Special Inq (8510-8640)","McNab",3,2019
"Special Inq (8660-8814)","McNab",21,2019
"Theft From Auto Over","McNab",0,2019
"Theft From Auto Under","McNab",14,2019
"Theft of Motor Vehicle VA, VT","McNab",9,2019
"Theft of Other Vehicle VM, VO","McNab",0,2019
"Violation Causing Death","McNab",0,2019
"Violence/Threat","McNab",0,2019
"Total","McNab",97,2019
"Arson","Mount Royal",0,2019
"Assault","Mount Royal",6,2019
"Attempt Murder","Mount Royal",0,2019
"B&E (Business)","Mount Royal",0,2019
"B&E (Garage)","Mount Royal",12,2019
"B&E (Other)","Mount Royal",0,2019
"B&E (Residence)","Mount Royal",2,2019
"Controlled Drugs (A)","Mount Royal",1,2019
"Crimes Against Property(2150-2166)","Mount Royal",1,2019
"Dangerous Operation","Mount Royal",0,2019
"Deprivation of Freedom","Mount Royal",0,2019
"Impaired Operation","Mount Royal",0,2019
"Mischief","Mount Royal",24,2019
"Municipal ByLaws","Mount Royal",0,2019
"Offensive Weapons","Mount Royal",0,2019
"Other Criminal Code Traffic","Mount Royal",0,2019
"Other Federal Statute Violations","Mount Royal",0,2019
"Other Theft Over","Mount Royal",0,2019
"Other Theft Under","Mount Royal",3,2019
"OtherCriminalCode (A)","Mount Royal",8,2019
"OtherCriminalCode (B)","Mount Royal",0,2019
"Prostitution","Mount Royal",0,2019
"Provincial Statutes","Mount Royal",1,2019
"Sexual Assault","Mount Royal",0,2019
"Shoplift Over","Mount Royal",0,2019
"Shoplift Under","Mount Royal",0,2019
"Special Inq (8510-8640)","Mount Royal",4,2019
"Special Inq (8660-8814)","Mount Royal",17,2019
"Theft From Auto Over","Mount Royal",0,2019
"Theft From Auto Under","Mount Royal",14,2019
"Theft of Motor Vehicle VA, VT","Mount Royal",21,2019
"Theft of Other Vehicle VM, VO","Mount Royal",0,2019
"Violation Causing Death","Mount Royal",0,2019
"Violence/Threat","Mount Royal",3,2019
"Total","Mount Royal",117,2019
"Arson","Normanview",0,2019
"Assault","Normanview",5,2019
"Attempt Murder","Normanview",0,2019
"B&E (Business)","Normanview",0,2019
"B&E (Garage)","Normanview",1,2019
"B&E (Other)","Normanview",0,2019
"B&E (Residence)","Normanview",1,2019
"Controlled Drugs (A)","Normanview",0,2019
